,p1,vari,std
0,0.2,0.085291651036,0.034460896309970096
1,0.25,0.13596613465600002,0.04118357111709124
2,0.3,0.21821351622399998,0.04155598802298822
3,0.35,0.7120265886560024,0.01642396634785115
4,0.39999999999999997,0.5236632888159948,0.00896555675593563
5,0.44999999999999996,0.44677970495603514,0.0068555199364421565
6,0.49999999999999994,0.43269751142398455,0.006416007360399606
