,temp,mag,energy,avgHC,avgSUP,energyerr,magerr,superr,hcerr
0,1.0,2498.0,-4992.0,0.022701801021397114,0.0014930891443043948,0.0,0.0,0.0,0.0
1,1.1,2496.0,-4984.0,0.042187592401977406,0.0032737964953888548,0.1916316677231829,0.0,0.0,0.0
2,1.2000000000000002,2494.0,-4976.0,0.0627457961377998,0.0054736507311463345,1.6224960324644067,0.9339461543261721,0.0,0.0
3,1.3000000000000003,2488.0,-4952.0,0.09461948404386195,0.009455941565334795,0.0400020001500125,0.30237034662711104,0.0,0.0
4,1.4000000000000004,2480.0,-4920.0,0.13650205236384447,0.0160942075997591,1.7287171194543285,0.7937002554046627,0.0,0.0
5,1.5000000000000004,2468.0,-4880.0,0.19877166662944676,0.027219103388736638,1.4722408378303837,0.9142114843272152,0.0,0.0
6,1.6000000000000005,2450.0,-4824.0,0.26388531647331526,0.04375491688726468,1.9084749435445856,0.3332015977917351,0.0,0.0
7,1.7000000000000006,2426.0,-4748.0,0.3544283717468533,0.07298579437285659,2.379518732764608,0.9581729960112505,0.0,0.0
8,1.8000000000000007,2394.0,-4652.0,0.43539652130440026,0.112796411651704,1.9907864802580861,0.8808475192607454,0.0,0.0
9,1.9000000000000008,2346.0,-4524.0,0.5592592357767746,0.20508355466727354,2.670979613727226,1.1337834774695013,0.0,0.0
10,2.000000000000001,2284.0,-4368.0,0.7100695812776678,0.3736843937316908,3.086101757352881,1.2075402009200291,0.0,0.0
11,2.100000000000001,2182.0,-4156.0,0.9646554338178523,0.9716196026023295,3.4033757033560277,2.069651988170101,0.0,0.0
12,2.200000000000001,1994.0,-3868.0,1.4784591198050643,5.478635761581359,4.411178640673039,4.238395578499488,0.0,0.0
13,2.300000000000001,1312.0,-3412.0,1.990882084310926,64.620314523418,4.376880041825293,15.761861392413035,0.0,0.0
14,2.4000000000000012,50.0,-3012.0,1.2618020780190502,74.02163636064243,3.6526703565172696,24.423869474133678,0.0,0.0
15,2.5000000000000013,44.0,-2752.0,0.8635618732274165,24.46533171408467,3.81344134472004,15.316630935782948,0.0,0.0
16,2.6000000000000014,12.0,-2568.0,0.6809937662894682,13.64012423506161,3.143076041161209,11.689951404349443,0.0,0.0
17,2.7000000000000015,10.0,-2408.0,0.6021313937292497,9.075409919463512,3.1504850465122622,10.757952098114815,0.0,0.0
18,2.8000000000000016,6.0,-2264.0,0.49925802581539624,6.200723660177654,4.501272525750495,6.062808959598771,0.0,0.0
19,2.9000000000000017,6.0,-2144.0,0.43202115329370017,4.787705340093995,3.4155746473658737,5.620528721670808,0.0,0.0
20,3.0000000000000018,4.0,-2048.0,0.40586695062044137,3.7544583444333113,2.906629274460689,5.2923520722791375,0.0,0.0
